	Review Text	Review Title	Star Rating	negative	neutral	positive
12322	 he was so happy for flyrobe discounts and offers as well as for collection		5	0.0	0.637	0.363
12323	You can find the best designer brands in the world on fashion shopping sites like Asos and Voonik		5	0.0	0.705	0.295
12324	 But this app will give you the option to rent clothes too		5	0.0	1.0	0.0
12326	I had to urgently get a suit for my friend's wedding and didn't have the time and money for it		5	0.0	1.0	0.0
12327	 I rented one through Flyrobe and was very relieved		5	0.0	0.708	0.292
12329	You are now able to get a closer look at the different designer clothes of your choice with the very fine detailing that is available on the Flyrobe app		5	0.0	0.928	0.072
12331	Women shopping for ethnic wear like sarees or dresses from the best designers of India do not need to buy dresses , as they can rent them from the Flyrobe app		5	0.0	0.807	0.193
12333	With the advent of different fashion shopping apps like the Roposo and Flyrobe app , you can find clothes from the best designers that you can buy from and also rent		5	0.0	0.807	0.193
12335	An app which is very easy to understand and simple to use , especially for women shopping for different kinds of dresses from big brands , with the option to rent too		5	0.0	0.901	0.099
12336	Have a feeling of how a international designer brand of a suit or a tuxedo would look on you , without having to buy it , by just using the Flyrobe app to rent clothes		5	0.0	0.949	0.051
12338	You can always rely on the Flyrobe app to rent clothes		5	0.0	1.0	0.0
12339	 As all the clothes that they have are handled with great care and efficiency , and also are maintained hygienically		5	0.0	0.62	0.38
12340	There are different kinds of rentals available for you to rent clothes from the Flyrobe fashion app		5	0.0	1.0	0.0
12341	 Rent clothes for 4 , 6 , 8 days or more , depending on your need		5	0.0	1.0	0.0
12343	good ap		5	0.0	0.256	0.744
12344	You won't need to use different fashion shopping apps like Asos and Voonik , as the Flyrobe app will give you a variety of clothes both for rent and for purchase		5	0.0	0.918	0.082
12346	The Flyrobes fashion app very simple to understand and user friendly to use		5	0.0	0.789	0.211
12347	 You can understand that there is a variance between the different online shopping apps like Koovs and Asos		5	0.0	0.865	0.135
12348	For the leading designer brands , whether you want to buy or rent clothes , the Flyrobe app has a great collection of all the best and leading brands for you		5	0.0	0.723	0.277
12350	If you are tight on budget and you don't find the need to buy a kurta set for a special occasion , you can rent clothes from the Flyrobe shopping app		5	0.0	0.909	0.091
12351	Different clothing brands from all over the world can be found on this exquisite app called Flyrobe		5	0.0	1.0	0.0
12352	 Now , women shopping for different designer brands should try the Flyrobe app		5	0.0	1.0	0.0
12354	Whether you have the budget to buy clothes or not , with this app , you now have the ability to rent clothes of your favorite fashion designers that you always adored		5	0.0	0.769	0.231
12356	You will find only hygenic dresses on the Flyrobe app , as the garments that you would find on this fine fashion shopping app are inspected and steam treated individually		5	0.0	0.933	0.067
12358	Women don't need to panic now , as they can rent bridal lehengas at the last moment from this fashion shopping app		5	0.0	0.881	0.119
12359	 Women shopping for lehengas has become very easy now		5	0.0	0.715	0.285
12361	Flyrobe is a great fashion shopping app where women shopping for their different styles of dresses becomes very easy , as they can buy or rent clothes as per their requirement		5	0.0	0.787	0.213
12363	If you can't buy a particular attire , no worries , as you can rent clothes using the Flyrobe app for any period you like , be it 4 , 6 , 8 days or more		5	0.159	0.762	0.079
12365	I would like to tell you that of the many fashion shopping apps like Roposo and Koovs , the Flyrobe app will give you detailed information about the garments they have		5	0.0	0.844	0.156
12366	The best aspect if you want to rent clothes using the Flyrobe fashion shopping app is , that you don't need a security deposit even for a 3 day rental		5	0.067	0.753	0.18
12371	Waste of time		1	0.583	0.417	0.0
12375	Not able to use this app 		3	0.0	1.0	0.0
12377	 coz m from Assam 		3	0.0	1.0	0.0
12380	Impressive !		5	0.0	0.0	1.0
12382	Févént kaha hai bhenchod?		5	0.0	1.0	0.0
12383	Where is Kolkata		1	0.0	1.0	0.0
12390	 You can't just miss out a Metro City like Kolkata		1	0.0	0.64	0.36
12397	The two great apps that I use for buying fashion online are the Koovs and Flyrobe 		5	0.0	0.773	0.227
12398	 Both of the apps have a great collection of clothes of any brand you like		5	0.0	0.645	0.355
12399	A variety of designer brands , like that of Armani and Versace can be found on the Flyrobe app , which you don't need to purchase , as you can rent those from Flyrobe		5	0.0	0.921	0.079
12400	The Flyrobe shopping app has both options , whether you would like to rent clothes or buy , as this app has a great collection of leading brands of clothes for you 		5	0.0	0.804	0.196
12402	With the high definition pics of dress , you can see how the dress exacly looks like and also you can select the size of the dress that would fit you 		5	0.0	0.848	0.152
12404	With the custom fit feature developed by the fit experts on the app , you can now buy or rent ethnic and menswear collection on this app that would fit you 		5	0.0	0.783	0.217
12406	I use this app so that I can rent clothes whenever I need a dress urgently for an occasion which are higher priced , if a dress does not fit your budget 		5	0.078	0.922	0.0
12408	The Flyrobe app will help you rent clothes that you always wanted , without the need to buy it 		5	0.0	0.863	0.137
12409	 Such as high priced Armani suits or tuxedos for the special occasions 		5	0.0	0.803	0.197
12411	With the very fine detailing that's available on the Flyrobe app , you can now take a closer look on the different kinds of designer clothes you would like to wear 		5	0.0	0.855	0.145
12413	On the Flyrobe app , you will be amazed with the fact that not only find the best designers in this app , but also , the option to rent clothes too		5	0.0	0.852	0.148
12415	I was able to rent a suit through the Flyrobe app , as I had to get a sherwani very urgently for my friend's engagement 		5	0.0	0.864	0.136
12416	 I got it just in the nick of time 		5	0.0	1.0	0.0
12418	The Flyrobe is a unique app that you can use if you want to rent clothes urgently 		5	0.0	0.92	0.08
12419	 I was able to get a suit on time for my sister's wedding 		5	0.0	1.0	0.0
12421	Whether you want an ethnic bridal outfit or an exquisite western suit whenever you want it , you can rent clothes with this fashion shopping app during the times of emergency		5	0.081	0.839	0.081
12422	The clothes that are on Flyrobe app are of high quality , as they are maintained hygienically and handled with great efficiency 		5	0.0	0.742	0.258
12423	 Other apps like ASOS won't give you the same 		5	0.0	0.762	0.238
12425	Whether you want to rent clothes for 4 , 6 , 8 days or more , there are different rental types available on the app to rent clothes on the Flyrobe app 		5	0.0	0.951	0.049
12427	Wear the dresses that your favorite fashion designers dress , without the need to buy the clothes that they design 		5	0.0	0.857	0.143
12428	 Because you can rent them on the Flyrobe app 		5	0.0	1.0	0.0
12430	The Flyrobe fashion shopping app will give you detailed information about the garments that you would like to try , which you cannot find in apps like Voonik and Asos 		4	0.0	0.844	0.156
12432	Women shopping online should try the Flyrobe fashion shopping app , as they can get great prices for traditional or international wear , but also they can rent clothes that they want 		5	0.0	0.875	0.125
12434	Each and every garment is dry cleaned and steam rolled before they reach the customer when they rent clothes; which guarantees that Flyrobe gives only quality garments for rental 		5	0.0	0.962	0.038
12436	Astonishingly produced online outfit renting app 		5	0.0	1.0	0.0
12437	 Absolutely one with the most useful cost-free shopping app 		5	0.0	0.715	0.285
12438	 Great app with great offers as well 		5	0.0	0.28	0.72
12439	 I love buying night party clothes from flyrobr 		5	0.0	0.42	0.58
12441	Will it be Available In chennai		2	0.0	1.0	0.0
12442	For checking the prices of various designer brands of clothes , I used the KOOVS app 		5	0.0	1.0	0.0
12443	 As I got to know about the Flyrobe app , I found it more simpler to use		5	0.0	1.0	0.0
12444	Women shopping for different designer brands should try the Flyrobe app , as they get different clothing brands from all over the world on this fine app called Flyrobe 		5	0.0	0.931	0.069
12446	Flyrobe offers nice collection of outfits on rent 		5	0.0	0.714	0.286
12447	 Such classic Features i never find in any other online shopping app 		5	0.0	1.0	0.0
12448	 It is my favourite online fashion store 		5	0.0	1.0	0.0
12449	 I like it 		5	0.0	0.286	0.714
12452	I have very nice experience more than three times of shopping with this app 		5	0.0	0.795	0.205
12453	 It offers outfits at affordable prices and its very affordable app for me 		5	0.0	1.0	0.0
12454	 I like it 		5	0.0	0.286	0.714
12456	I saw here all major branded clothes collection anddesigner clothes 		5	0.0	1.0	0.0
12457	 I love to recommend this app to all online shopping friends 		5	0.0	0.417	0.583
12458	 It is very convenient app 		5	0.0	1.0	0.0
12459	 It gives my mobile classy look 		5	0.0	0.633	0.367
12462	Make it available in kolkata also		4	0.0	1.0	0.0
12464	Who came here after watching AIB video Fevent		4	0.0	1.0	0.0
12465	Used coz of AIB !!		5	0.0	1.0	0.0
12466	Not available in my city ( surat )		3	0.0	1.0	0.0
12467	You should test this before launch		1	0.0	1.0	0.0
12468	 Can't login through		1	0.0	1.0	0.0
12469	 Fb		1	0.0	1.0	0.0
12472	Waddup AiB fans!		5	0.0	1.0	0.0
12475	AIB app last button get me here 		3	0.0	1.0	0.0
12477	lol that was funny		3	0.0	0.26	0.74
12478	Tanmay Bhat ne bola isliyea kiya download 😂😂😂		3	0.0	1.0	0.0
12479	Please come to Pune too		4	0.0	0.635	0.365
12482	How many download bcz of fevent app??😂		5	0.0	1.0	0.0
12486	Chutiyapa		1	0.0	1.0	0.0
12487	Referral Code - L1TP95I		5	0.0	1.0	0.0
12489	Abey kolkata mein to yeh hai hi nahin		2	0.0	1.0	0.0
12490	Not available in pune where there is vast market for Them		1	0.0	1.0	0.0
12491	 Really disappointed		1	0.772	0.228	0.0
12494	Bullshit ad		1	0.792	0.208	0.0
12495	Plz provide an option to sign up with email		1	0.0	0.86	0.14
12496	 I don't want to use my Facebook or Google logins		1	0.133	0.867	0.0
12499	Rental price is too expensive		3	0.0	1.0	0.0
12503	instead of getting it on rent one can buy a new cloth of that price		3	0.0	1.0	0.0
12506	too expensive		3	0.0	1.0	0.0
12512	Please make it available in Pune too		5	0.0	0.723	0.277
12513	Just came here out of guilt for 1st button RIP 1st button 😶		4	0.16	0.84	0.0
12519	BC! instead of sponsorships, you must focus on app development		2	0.0	1.0	0.0
12520	 It's not responding		2	0.0	1.0	0.0
12521	 I couldn't sign up		2	0.0	1.0	0.0
12526	I hate it because it's not févént		1	0.425	0.575	0.0
12527	New here? Try coupon 5SWB9HW and get flat 600 off on your first purchase		4	0.0	1.0	0.0
12528	 Dont forget to ThumbsUP		4	0.0	0.643	0.357
12531	Lovebirds of lord satan and lucifrr		5	0.0	1.0	0.0
12532	21EGY3W referral		4	0.0	1.0	0.0
12533	Kitna pesa diya AIB ko?		5	0.0	1.0	0.0
12536	Referral 4UIETX9		4	0.0	1.0	0.0
12537	I came here because of Févént! Anyway, this app is pretty darn useful! I like it! Thank you AIB, for introducing me to this app		5	0.0	0.613	0.387
12539	Only downloaded because of fevent		5	0.0	1.0	0.0
12540	Only available in 5 major cities		1	0.0	1.0	0.0
12542	 not in ours		1	0.0	1.0	0.0
12549	Cheap marketing techniques and fake reviews		1	0.383	0.617	0.0
12550	I came here from fevent app, after so much torture		2	0.343	0.657	0.0
12553	Finally reached		2	0.0	0.417	0.583
12554	 This was the last comment box here		2	0.0	1.0	0.0
12555	 So this is my last comment		2	0.0	1.0	0.0
12556	 This is last comment with 2star		2	0.0	1.0	0.0
12557	 Do you still think I'll use the app now?		2	0.0	1.0	0.0
12558	very very awsemcloths		4	0.0	1.0	0.0
12559	I just installed the app and uninstalled it		1	0.0	1.0	0.0
12560	 After the great reviews, I wanted to give this app a go		1	0.0	0.687	0.313
12561	 But the first page is forceful login page without a skip button, why would I login and share my public info(fb/google) if I just want to browse stuff		1	0.0	0.868	0.132
12562	 Please add a skip button on login page as every other e-comm website and let the visitors browse without forcing them to login		1	0.0	0.901	0.099
12565	Not in Kolkata		1	0.0	1.0	0.0
12566	Ok		5	0.0	0.0	1.0
12568	I was really excited about the app untill i installed it n saw my city is not there		1	0.0	0.839	0.161
12569	 Add more cities atleast the main cities		1	0.0	1.0	0.0
12572	Good quality clothes		5	0.0	0.408	0.592
12573	Févént is better try it!		1	0.0	0.556	0.444
12574	There's only a few selected cities		2	0.0	1.0	0.0
12575	 I live in Calcutta so I can't use this app		2	0.0	1.0	0.0
12578	At my friends cocktail party everyone stood hypnotised seeing me dressed up in the same outfit which one of our top actress wore at a red carpet event		5	0.0	0.759	0.241
12580	Definitely 5 stars to this app which is so user friendly and when it comes to size they make you select your size the moment you click the city which makes it possible for them to provide you with wide range		5	0.0	0.86	0.14
12582	Dresses worth thousands are given on hire for just few hundreds		5	0.0	0.84	0.16
12583	 And one can own it for 4-8 days		5	0.0	1.0	0.0
12584	 Like seriously? But yes with flyrobe it is possible		5	0.132	0.465	0.403
12586	Flyrobe has been making women shopping experience affordable as compared to other sites like koovs voonik etc		5	0.0	0.865	0.135
12587	 By providing wide range at reasonable cost and in a fixed time frame		5	0.0	1.0	0.0
12589	Flyrobe was my first time when I took a chance of ordering a lehenga for my cousin's wedding and the delivery and handing over process was so smooth		5	0.0	0.923	0.077
12590	 Trust me it would never disappoint you with its clothing		5	0.0	0.59	0.41
12592	"I hate to hear, ""Hey is the same you wore at her party?"" also it was costing a bit too much to purchase new garments every time i go clubbing or partying"		5	0.111	0.811	0.078
12593	 But flyrobe just changed everything for me and today I have different dresses for every party		5	0.0	0.838	0.162
12595	I rented a gown for my special day from floyrobe and trust me it felt like a brand new never worn gown		5	0.0	0.591	0.409
12596	 and just after the purpose was served they came in and took it back		5	0.0	1.0	0.0
12598	Flyrobe enables you to rent branded clothing which you'd have just dreamt of wearing someday in the future		5	0.0	1.0	0.0
12599	 But the future is just one click away now		5	0.0	1.0	0.0
12601	Being a tomboy I do not have any traditional dresses in my wardrobe but it was a marathi wedding and I needed to dress in something traditional		5	0.0	1.0	0.0
12602	 Yes I found my solution at flyrobe		5	0.0	0.444	0.556
12605	Very nice		5	0.0	0.244	0.756
12606	I don't keep looking for coupons and discounts to purchase clothes online just because they are too costly		5	0.08	0.92	0.0
12607	 Flyrobe is the only app which solved all my problems as now I look perfect and my pocket stays perfect		5	0.099	0.551	0.349
12608	I wanted a skirt matching a top I already had and trust me i searched every site possible but wasn't able to find any skirt that matched		5	0.0	0.849	0.151
12609	 Finally after a lot of efforts I came across flyrobe		5	0.0	1.0	0.0
12610	 And I am never turning away from this app		5	0.0	1.0	0.0
12612	If you are someone who loves to wear new clothes for every occasion		5	0.0	0.764	0.236
12613	 Then trust me you will fall head over heels for this app in every possible way		5	0.0	0.82	0.18
12615	Not only for women but also for men this application has been a boon		5	0.0	1.0	0.0
12616	 I always hire suits and tuxedos for different fancy occasion at my office and in family		5	0.0	1.0	0.0
12618	My hunt for a website renting clothes ended with Flyrobe as i no more have to purchase expensive clothes and wear just once		5	0.099	0.901	0.0
12620	Not only it allows you to rent dresses at a smaller price but also helps you with special offers		5	0.0	0.697	0.303
12621	 What else would you want from any shopping site?		5	0.0	0.86	0.14
12622	Me and my friends downloaded this app few months back and from then there's no stopping to what we wear to every office party and birthday parties		5	0.111	0.641	0.248
12624	Thankyou fly robe for your timely delivery or a big event of my life would have gone for a toss		5	0.0	1.0	0.0
12625	 Also the fitting was so perfect		5	0.0	0.513	0.487
12626	 Applause for your team functioning so well		5	0.0	0.474	0.526
12629	Renting designer outfits used to be a celebrity thing but now commoners like us tto can do it just by installing a app and selecting your favorite outfit and paying the rent		5	0.0	0.794	0.206
12631	Wanted LBD for my prom night but wasn't able to find any of my choice on top shopping websites also the ones I would like ended up being expensive		5	0.0	0.827	0.173
12632	 But flyrobe just sorted it all		5	0.0	1.0	0.0
12634	The we are online section of flyrobe makes it easy for me to chat with their customer support and solve all my product related queries and complaints		5	0.082	0.695	0.224
12635	 And really they are online to solve them all		5	0.0	0.816	0.184
12637	Was unable to find any clothing of my choice on asos and koovs but just one click on flyrobe and benefited to such extent that keep recommending it to all my friends and family members		5	0.0	0.891	0.109
12639	Such commendable with its door step service		5	0.0	1.0	0.0
12640	All you have to do is select -pay-wear rest all is taken care by their team		5	0.0	0.824	0.176
12641	Thank you flyrobe		5	0.0	0.444	0.556
12643	Wow! I got to try an outfit which Kareena kapoor wore		5	0.0	0.687	0.313
12644	 How amazing is that		5	0.0	0.441	0.559
12645	 Everyone at the party kept praising me and wooed as how did i wore something Kareena wore		5	0.0	0.693	0.307
12647	Your urgent requirement for any garment is taken care of by providing delivery with 3 hours		5	0.0	0.722	0.278
12648	 Which no other shopping site provides you, well I can bet on this		5	0.154	0.699	0.147
12650	I am indeed a happy flyrobe user 		5	0.0	0.519	0.481
12651	 Thanks a ton to flyrobe for saving my day at the office as the blazer was amazing which i had ordered on rent 		5	0.0	0.739	0.261
12652	 Great app for renting clothes 		5	0.0	0.494	0.506
12653	 I am indeed a happy flyrobe user 		5	0.0	0.519	0.481
12654	 Thanks a ton to flyrobe for saving my day at the office as the blazer was amazing which i had ordered on rent 		5	0.0	0.739	0.261
12655	 Great app for renting clothes 		5	0.0	0.494	0.506
12657	Women shopping and looking for international brands should definitely try this app as they provide you with great range and at the minimal cost too		5	0.0	0.772	0.228
12659	To find latest trends and style in fashion flyrobes is the best option previously i used to follow voonik and roposo but recently i switched to flyrobes ir has much more options		5	0.0	0.918	0.082
12661	If you are one of the shopping crazy people like me who likes to try various clothing range of both women and men,this is the best option for you and its always flyrobes		5	0.059	0.709	0.232
12662	Frequent shoppers always have flyrobes on their device if you have not tried yet you should definitely check it out		5	0.0	0.876	0.124
12663	I highly recommend it to shopping enthusiast eagr to try every outfit		5	0.0	0.63	0.37
12664	Ideal app for both women shopping as well as men		5	0.0	0.593	0.407
12665	 Wide range of products categorised enables you to find the perfect desired product of your choice		5	0.0	0.707	0.293
12666	 All thanks to flyrobe		5	0.0	0.508	0.492
12668	you would not find anyother app once you start using flyrobes,no other shopping provides such new designer clothing range that too even for rent,i would highly recommend it to everyone		5	0.0	0.912	0.088
12669	No time for shopping just visit this shopping app and save lot of money and time by renting clothes of your choice,my friends literally ask me about the app due to its customised fitting and quality		5	0.053	0.795	0.152
12670	The one who seldom visits any party or wedding just like me dont have much options for outfits but one of my friends recommended me and now i enjoy every function with best clothig range from best brands on flyrobes		5	0.028	0.555	0.416
12671	I generally take time to choose the kind of outfits i like because of fittings but flyrobes gives me customised fittings and quality from experts now i dont worry much,flyrobes is really a money and time saver		5	0.0	0.864	0.136
12672	I would like tosay a big heartful thank you for always saving my money on such lavish brands now i dont visit other shopping apps like roposo and asos and i highly recommend everyone to try it		5	0.0	0.738	0.262
12673	Get latest brands on your finger tips without spending much money as far as other shopping app like voonik and asos are compared,you get a lot of variety here i highly recommend it		5	0.0	0.846	0.154
12674	Want to look good for any party or wedding without repeating your outfit range,flyrobes is the solution you can rent top brands in the market you have never imagined,even the asos and roposo lack such range'		5	0.053	0.693	0.254
12675	Earlier i used to shop on asos,roposo or voonik then one of my friend told me about flyrobes since then flyrobes helps me get any outfit on my fingertips you should try it too		5	0.0	0.842	0.158
12676	WIth flyrobes you now get faster security refunds with faster and better service with even advance booking feature so you dont miss out on any occasion of your family or friends		5	0.0	0.728	0.272
12677	If you find it hard to get outfits of famous brands on rent flyrobes is the saver you get whole collection of latest brands unlike koovs which is highly expensive on outfits,		5	0.043	0.957	0.0
12678	Whenever you are up for a wedding or an anniversary dont forget to checkout new collection on flyrobe,there's something for everyone,i just switched from koovs to flyrobea nd its always a better experience		5	0.0	0.864	0.136
12679	Roposo,voonik and apps like asos charge a huge amount even under the name of discount also i suggest you better move to flyrobes its service is way better than any other shopping app		4	0.0	0.718	0.282
12680	Actually once i was searching for a designer jacket online for rent then a came across this flyrobe app and since then i never thoguht of any other app for shopping		5	0.0	1.0	0.0
12682	I love flyrobe app for the variety of clothing range it provides which you cant find on any other app like asos,roposo,voonik or any other app in the market for shopping or renting		5	0.0	0.817	0.183
12683	The experts from flyrobes actually visit your place for measurement to get the perfect fitting and customised look for the occasion and you can even rent for around 4-8 days with the best service from flyrobe		5	0.0	0.811	0.189
12684	Really good and lavish outfits like kurta,sherwani of such big brands,no one ever would imagine to be available at such a low cost,flyrobe is the bet app to change your lifestyle in sense of clothing wear		5	0.053	0.804	0.143
12685	Dont miss any occasion to impress everyone,asos and voonik are very expensive you should go for flyrobe,i am a frequent customer of this app for ethnic and traditional wear for men		5	0.0	0.866	0.134
12686	Flyrobes is one of the user friendly app for shopping experience and guess what you can even rent clothes of most famous trends and brands like mango,raymond etc at cheaper cost		5	0.0	0.836	0.164
12687	I have ordered like 40 times times and they never compromise on quality and service unlike any other shopping brandfor example roposo ans asos they are not affordable as flyrobe		5	0.0	0.918	0.082
12688	Worst app :/ extremely disappointed		1	0.832	0.168	0.0
12696	Ok		3	0.0	0.0	1.0
12697	I am here because of AIB		5	0.0	1.0	0.0
12700	I downloaded app for aib ad		5	0.0	1.0	0.0
12702	Awesome		5	0.0	0.0	1.0
12705	According to me this is really the best app in the playstore to rent clothes from		5	0.0	0.77	0.23
12706	 Koovs and voonik are nothing in front of flyrobe		5	0.0	1.0	0.0
12707	 If you are looking for best shop for Women Shopping then it is a best app for you		5	0.0	0.641	0.359
12709	all the well known brands are availabe there on flyrobe, this app is the best for women shopping, no app can compete it		5	0.077	0.702	0.221
12710	 it has really awesome concept		5	0.0	0.477	0.523
12711	Awesome! I really love this app	Usefull	5	0.0	0.252	0.748
12712	 I can rent outfits anytime and with affordable price whenever I want to with this app	Usefull	5	0.0	0.909	0.091
12713	 Must download and everyone should rent clothes from it	Usefull	5	0.0	1.0	0.0
12715	Competitors like voonik are really nothing in front of this application the application is great for all kinds of shopping		5	0.0	0.732	0.268
12716	Completely great app they have a wide variety of wedding dresses annual party wear to look for the women clothing section is very wide		5	0.0	0.748	0.252
12717	Good app with even more good collection of clothes 		5	0.0	0.535	0.465
12718	 They surely know how to attract customers 		5	0.0	0.481	0.519
12720	Earlier i had use other women shopping apps, like voonik and roposo but they all have board/repetitive collection of outfits		5	0.0	0.911	0.089
12721	 So i tried this flyrobe app and it never fail to impressed me		5	0.166	0.649	0.185
12724	Good app with even more good collection of clothes 		5	0.0	0.535	0.465
12725	 They surely know how to attract customers 		5	0.0	0.481	0.519
12727	easily acccessable app , services are damn impressive , I will rate this app 10 out 10 , nice experience ! Keep going		5	0.106	0.549	0.345
12728	flyrobe is really a wonderful app which lets me rent clothes on demand and thats the reason i stopped buying clothes for just 1 occasion		5	0.129	0.72	0.151
12730	flyrobe is very aweosme app, which has dedicated section for its own coupons and delas		5	0.0	0.824	0.176
12731	flyrobe is my online wardrobe, i just pick the one, whenever i want it		5	0.0	0.894	0.106
12732	 the best advntage of this , it always looks new and the product is size perfect		5	0.0	0.622	0.378
12734	For occasions like Diwali I don't intend to buy clothes since I don't wear it all day long this application is handy in such situations help me shop online payment		5	0.0	0.833	0.167
12735	Guys, I had no clue that Flyrobe could be a such a classic collections of designer and branded wear		5	0.128	0.872	0.0
12736	 It also has trending collections so that i would stay upto dated		5	0.0	1.0	0.0
12738	I don't intend to shop a lot but somehow I end up buying a lot more than I need this application has helped me to rent clothes and same on all the money		4	0.0	1.0	0.0
12740	For all android user this is a perfect app to download for online shooping		5	0.0	0.764	0.236
12741	Here i can find my desired fashionable and designer outfits on rent		5	0.0	0.826	0.174
12742	 Thank you flyrobe for helping me		5	0.0	0.46	0.54
12744	I have use this app for renting clothes online		5	0.0	1.0	0.0
12745	 It is one of my online shopping destination		5	0.0	1.0	0.0
12746	 I would appreciate to developer of this fancy app as he made classic app for women shopping		5	0.0	0.847	0.153
12748	i had bouught a sherwani from voonik recently for 28,000 rupees but after buying it , i realised that i had spent so much for just one day function		5	0.0	1.0	0.0
12751	I really liked the features plus the app does not crash like the other online shopping apps like roposo and voonik		5	0.165	0.626	0.209
12752	 I had very satisfactory shopping experience with it		5	0.0	0.682	0.318
12753	 Cool collection		5	0.0	0.303	0.697
12755	I was actually shocked when i saw flyrobes collections of outfits		5	0.223	0.777	0.0
12756	 People really it is a best app for Women Shopping than koovs and roposo		5	0.0	0.729	0.271
12757	 App is so interesting and easy to use		5	0.0	0.474	0.526
12759	I was really satisfied with the collection of flyrobe has		5	0.0	0.721	0.279
12760	 As per me this is best app for women shooping		5	0.0	0.682	0.318
12761	 I liked the concept of renting branded clothes rather than buying it which this app introduced		5	0.0	0.833	0.167
12763	i was very confused, was not able to decide what to wear at my sister's wedding		5	0.156	0.844	0.0
12764	 i consult with flyrobe assistance and they got me best dress ever		5	0.0	0.704	0.296
12765	 the best women shoppig it is		5	0.0	0.543	0.457
12766	I recently shooped from koovs , but the exerience is too bad , the quality of product is very low , never go for such app		5	0.282	0.718	0.0
12767	Running applications training products they are well designed and so much easier to use than any other applications		5	0.0	0.755	0.245
12768	if you have lots of clothes from voonik like apps that you dont wear anymore then this is the best app for you it is completely amazing to use		5	0.0	0.707	0.293
12769	if you want clothes on rent basis , then you must try flyrobe , app is best for taking clothes on rent # rent clothes		5	0.0	0.784	0.216
12770	In love with this app! Never see any other app like flyrobe app ever before for rent clothes		5	0.0	0.696	0.304
12771	 I wish I could rate this app more than 5 stars because it has best brands collection		5	0.0	0.635	0.365
12773	It is so easy process to rent clothes with flyrobe than other women shooping apps like koovs and voonik		5	0.0	0.731	0.269
12774	 Just pick the outfit, choose the size,choose the payment method and place the order		5	0.0	1.0	0.0
12776	I had seen a couple of my friends startes renting clothes from this app at affordable price too		5	0.0	0.829	0.171
12777	 As it is equipped with more than 1000 styles and brands than koovs and roposo shopping app		5	0.0	1.0	0.0
12780	My brother told me about this app and now it becomes my beloved online shopping app		5	0.0	0.82	0.18
12781	 It offers best brands and designer wear collection for women Shopping		5	0.0	0.704	0.296
12782	 Offers are also nice		5	0.0	0.517	0.483
12784	I really enjoyed renting one crop top from this app		5	0.0	0.565	0.435
12785	 I downloaded the app and now even I rented clothes from it only rather than koovs and voonik		5	0.0	1.0	0.0
12786	 Amazing offers		5	0.0	0.208	0.792
12787	No matter for what you are looking for Women Shopping or Men Shopping, Flyrobe is equipped with full of more than 1000 styles for both		5	0.084	0.875	0.042
12788	 I love using this app in a mobile phone		5	0.0	0.588	0.412
12790	Not only best app for Women Shopping but also it has cool collection of outfits for Men Shopping		5	0.103	0.757	0.14
12791	 People must try this app once for renting clothes		5	0.0	1.0	0.0
12792	 I like it		5	0.0	0.286	0.714
12794	People who love to wear stylish and best branded clothes must download this app		5	0.0	0.588	0.412
12795	 It is a best place for online Women shopping		5	0.0	0.625	0.375
12796	 It gives me a reliable and satisfactory shopping experience		5	0.0	0.737	0.263
12798	Myntra like applications you can obviously get lot of Rental clothes online and save a lot of money without newline makes it really simple and easy to use this application I love the way it is designed user interfaces also cool		5	0.0	0.689	0.311
12799	roposo is very difficult app to access , you should definitely try this flyrobe , such an awesome app , this is quite good app		5	0.091	0.585	0.325
12800	the best about flyrobe is, it has quite eassy and secured check out system, this makes it more realiable		5	0.0	0.704	0.296
12802	This app does not crash while making online payment whcih i had experience earlier with voonik app		5	0.0	0.869	0.131
12803	 I rented one Anarkali Dress and Jewellery from flyrobe app and it was really a nice experience		5	0.0	0.819	0.181
12805	This is till now the best online shooping app from which I have rented clothes for my date		5	0.0	0.792	0.208
12806	 I have already recommended my friends and family this app for it`s huge collection		5	0.0	0.581	0.419
12810	women shopping on flyroobe , what a pleasurre !! We all friends sit together and shop on it , mind blowing app		5	0.0	0.83	0.17
12811	You just need to download this app to see why we all are renting clothes from it		5	0.0	1.0	0.0
12812	 As it has so intersting and unique collection for Women Shopping which i never seen in koovs and roposo		5	0.0	1.0	0.0
12814	Rented a jumpsuit from ZARA on flyrobes , the quality , quick delivery and the service is appreciated ! Great job Flyrobes !		5	0.0	0.667	0.333
12817	Dont have to go to events only downloaded for All India backchod févént!		5	0.0	1.0	0.0
12823	W8TGYTN this could get you a coupon for rs		5	0.0	1.0	0.0
12824	 600 straight away you login		5	0.0	0.678	0.322
12826	enjoy the discount !		5	0.0	0.364	0.636
12827	i love the flyrobes app very much 		4	0.0	0.543	0.457
12828	i got each and every dress which i wanted , also it was delivered to me very fast 		4	0.0	1.0	0.0
12830	After wearing one gown which i was renting through flyrobe app i was feel like a Queen		5	0.0	0.839	0.161
12831	 How cool was that! Thank you flyrobe for being great than koovs app		5	0.0	0.521	0.479
12835	All girls now bale to remt designer outfits at affordable prices and perfect accessories which are suitable on such clothes		5	0.0	0.837	0.163
12836	 I love using the app for rent clothes		5	0.0	0.588	0.412
12837	 Cool app		5	0.0	0.303	0.697
12839	All women's who wanted to get satisfactory online shopping experience , must download flyrobe app and not a voonik app		5	0.0	0.872	0.128
